id	X.id	X.type	type	name	flat	details.description	details.numberOfClasses	details.categories	details.hasOntologyLanguage	details.released	details.creationDate	details.homepage	details.publication	details.documentation	details.version	details.metricsAvailable	details.hasSubmissions
TOP-MENELAS	https://data.bioontology.org/ontologies/TOP-MENELAS	http://data.bioontology.org/metadata/Ontology	Ontology	Menelas Project Top-Level Ontology	FALSE	"The two main goals MENELAS contributes to are to (i) Provide better account of and better access to medical information through natural languages in order to help physicians in their daily practice, and to (ii) Enhance European cooperation by multilingual access to standardised medical nomenclatures. The major achievements of MENELAS are the realisation of its two functional systems: (i) The Document Indexing System encodes free text PDSs into both an internal representation (a set of Conceptual Graphs) and international nomenclature codes (ICD-9-CM). Instances of the Document Indexing System have been realised for French, English and Dutch ; (ii) The Consultation System allows users to access the information contained in PDSs previously indexed by the Document Indexing System. The test domain for the project was coronary diseases. The existing prototype shows promising results for information retrieval from natural language PDSs and for automatically encoding PDSs into an existing classification such as ICD-9-CM. A set of components, tools, knowledge bases and methods has also been produced by the project. These include language-independent ontology and models for the domain of coronary diseases; conceptual description of the relevant ICD-9-CM codes.
This ontology includes a top-ontology, a top-domain ontology and a domain ontology (Coronay diseases surgery). The menelas-top ontology here is the part of the whole ontology without any reference to medical domain.
"	458		OWL	2018-01-26T00:00:00+00:00	2018-01-26T14:03:08-08:00				1.0	TRUE	TRUE
FOBI	https://data.bioontology.org/ontologies/FOBI	http://data.bioontology.org/metadata/Ontology	Ontology	FOBI (Food-Biomarker Ontology)	FALSE	FOBI (Food-Biomarker Ontology) is an ontology to represent food intake data and associate it with metabolomic data.	1197	Other	OWL	2020-05-24T18:03:27-07:00	2020-05-24T18:03:31-07:00	https://github.com/pcastellanoescuder/FoodBiomarkerOntology				TRUE	TRUE
CDAO	https://data.bioontology.org/ontologies/CDAO	http://data.bioontology.org/metadata/Ontology	Ontology	Comparative Data Analysis Ontology	FALSE	A formalization of concepts and relations relevant to evolutionary comparative analysis, such as phylogenetic trees, OTUs (operational taxonomic units) and compared characters (including molecular characters as well as other types). CDAO is being developed by scientists in biology, evolution, and computer science.	165	Experimental Conditions	OWL	2013-08-20T00:00:00+00:00	2013-08-20T18:03:48-07:00	https://github.com/evoinfo/cdao			$Revision$	TRUE	TRUE
BHN	https://data.bioontology.org/ontologies/BHN	http://data.bioontology.org/metadata/Ontology	Ontology	Biologie Hors Nomenclature	FALSE	"L'activité innovante de biologie et d'anatomo-pathologie réalisée notamment dans les Centres Hospitalo-Universitaires est habituellement appelée ""activité hors nomenclature"" (BHN pour la biologie hors nomenclature et PHN pour l'anatomo-pathologie hors nomenclature). Ce caractère ""hors nomenclature"" signifie que l'assurance maladie n'a pas encore intégré ces actes dans la Nomenclature des Actes de Biologie Médicale (NABM) ou la Nomenclature Générale des Actes Professionnels (NGAP)."	2534	Health|Vocabularies	OWL	2011-02-11T00:00:00+00:00	2013-11-19T08:05:53-08:00	http://www.chu-montpellier.fr/publication/inter_pub/R300/rubrique.jsp		http://www.chu-montpellier.fr/publication/inter_pub/R300/rubrique.jsp	3.2	TRUE	TRUE
CVAO	https://data.bioontology.org/ontologies/CVAO	http://data.bioontology.org/metadata/Ontology	Ontology	STO	FALSE	Stroke ontology	1712		OWL	2017-11-28T00:00:00+00:00	2017-11-28T04:33:04-08:00				2017-11-01	TRUE	TRUE
PLANP	https://data.bioontology.org/ontologies/PLANP	http://data.bioontology.org/metadata/Ontology	Ontology	Planarian Phenotype Ontology	FALSE	Planarian Phenotype Ontology is an ontology of phenotypes observed in the planarian Schmidtea mediterranea. Many of the phenotypes were seen durning RNAi experiments.	3562	Phenotype	OWL	2020-03-30T18:14:40-07:00	2020-03-30T18:14:45-07:00	https://github.com/obophenotype/planarian-phenotype-ontology				TRUE	TRUE
ISO19115PR	https://data.bioontology.org/ontologies/ISO19115PR	http://data.bioontology.org/metadata/Ontology	Ontology	ISO 19115 Codelists	FALSE	ISO 19115 codelists	46	Other	OWL	2017-12-01T19:04:29-08:00	2017-12-03T10:26:51-08:00				2.0	TRUE	TRUE
TGMA	https://data.bioontology.org/ontologies/TGMA	http://data.bioontology.org/metadata/Ontology	Ontology	Mosquito Gross Anatomy Ontology	FALSE	A structured controlled vocabulary of the anatomy of mosquitoes.	1864	Gross Anatomy|Anatomy|Animal Gross Anatomy	OBO	2015-08-20T18:08:48-07:00	2015-08-20T18:08:48-07:00	http://www.anobase.org			releases/2013-06-03	TRUE	TRUE
PHFUMIADO	https://data.bioontology.org/ontologies/PHFUMIADO	http://data.bioontology.org/metadata/Ontology	Ontology	Phallusia fumigata Anatomy and Development Ontology	FALSE	The first ontology describing the anatomy and the development of Phallusia fumigata. 	880	Anatomy|Animal Development	OBO	2015-08-07T00:00:00+00:00	2016-08-04T15:12:53-07:00	http://www.aniseed.cnrs.fr/				TRUE	TRUE
CIO	https://data.bioontology.org/ontologies/CIO	http://data.bioontology.org/metadata/Ontology	Ontology	Confidence Information Ontology	FALSE	An ontology to capture confidence information about annotations	44		OWL	2015-03-10T00:00:00+00:00	2017-09-20T12:47:02-07:00	https://github.com/BgeeDB/confidence-information-ontology				TRUE	TRUE
ROO	https://data.bioontology.org/ontologies/ROO	http://data.bioontology.org/metadata/Ontology	Ontology	Radiation Oncology Ontology	FALSE	"The Radiation Oncology Ontology aims to cover the radiation oncology domain with a strong focus on re-using existing ontologies.

From release 0.5 forward the ROO has changed its naming scheme from all entities starting with numbers to all entities starting with C(lasses) or P(redicates). This change was needed for better compatibility to web standards. Releases 0.4.1-0.4.3. include the necessary axioms to go from the original naming scheme to the new naming scheme.
 <br />
 <br />0.4.1: Added new entities with equivalence to the old entities
 <br />0.4.2: Added deprecated property to the old entities
 <br />0.4.3: Removed axioms with the old entities except annotations
 <br />0.5: Removed all old entities, the new base"	1307	Imaging|Health|Human|Development|Vocabularies	OWL	2018-06-19T00:00:00+00:00	2018-06-19T10:41:28-07:00	http://www.cancerdata.org/roo			0.5	TRUE	TRUE
NLMVS	https://data.bioontology.org/ontologies/NLMVS	http://data.bioontology.org/metadata/Ontology	Ontology	NIH NLM Value Sets	FALSE	NIH NLM Value Set as a SKOS terminology	5		SKOS	2015-07-14T00:00:00+00:00	2015-07-10T18:01:44-07:00	https://github.com/ncbo/NLMVS2RDF			1.0	TRUE	TRUE
IXNO	https://data.bioontology.org/ontologies/IXNO	http://data.bioontology.org/metadata/Ontology	Ontology	Interaction Ontology	FALSE	The Interaction ontology (IxnO) was developed to enable curation of chemical-gene and chemical-protein interactions for the Comparative Toxicogenomics Database (CTD). CTD is a freely available resource that aims to promote understanding and novel hypothesis development about the effects of the environment on human health.	64	Other	OBO	2011-01-25T00:00:00-08:00	2011-04-21T09:43:51-07:00	http://ctd.mdibl.org		http://ctd.mdibl.org/reports/CTD_chem_gene_ixn_types.obo	1	TRUE	TRUE
ONTOTOXNUC	https://data.bioontology.org/ontologies/ONTOTOXNUC	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology of Nuclear Toxicity	FALSE	Ontology of nuclear toxicity developed during ToxNuc project <>.	650	Taxonomic Classification|Chemical	OWL	2018-04-12T00:00:00+00:00	2018-04-12T14:48:27-07:00				1.0	TRUE	TRUE
ONTOPARON	https://data.bioontology.org/ontologies/ONTOPARON	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology of Amyotrophic Lateral Sclerosis, all modules	FALSE	"Ontology of ALS (amyotrophic lateral sclerosis), social module + coordination module + medical module developped by neurologists (ICM) and knowledge engineers (LIMICS).
This version (11/15/2018) is upload with inferred axioms but without equivalent classe axioms. It serves in this version in a Gate pipeline for a semantic annotation task.
This version (03/20/2019) is upload with object properties, inferred axioms and equivalent classes axioms.
This version (11/10/2020) is uploaded with small corrections."	2464	Neurologic Disease	OWL	2020-11-10T00:00:00+00:00	2020-11-12T16:13:18-08:00				1.1	TRUE	TRUE
RBO	https://data.bioontology.org/ontologies/RBO	http://data.bioontology.org/metadata/Ontology	Ontology	Radiation Biology Ontology	FALSE	RBO is an ontology for the effects of radiation on biota in terrestrial and space environments.	2233	Biological Process	OWL	2021-05-21T00:00:00+00:00	2021-05-22T12:37:06-07:00	https://github.com/Radiobiology-Informatics-Consortium/RBO/tree/master/src/ontology		https://github.com/Radiobiology-Informatics-Consortium/RBO	2021-05-21	TRUE	TRUE
NDDF	https://data.bioontology.org/ontologies/NDDF	http://data.bioontology.org/metadata/Ontology	Ontology	National Drug Data File	TRUE	National Drug Data File Plus Source Vocabulary	30701	Health	UMLS	2021-04-03T00:00:00+00:00	2021-05-20T11:17:11-07:00				2021AA	TRUE	TRUE
LUNGMAP_H_CELL	https://data.bioontology.org/ontologies/LUNGMAP_H_CELL	http://data.bioontology.org/metadata/Ontology	Ontology	Cell Ontology for Human Lung Maturation	FALSE	"Cell Ontology for Human Lung Maturation (LungMAP Human Anatomy (LMHA))

Developed by Susan E Wert, Gail H. Deutsch, Helen Pan, and the NHLBI Molecular Atlas of Lung Development Program Consortium Ontology Subcommittee"	80	Cell	OWL	2019-07-28T00:00:00+00:00	2019-07-28T15:06:22-07:00	https://www.lungmap.net/breath-ontology-browser/			3.2	TRUE	TRUE
FLU	https://data.bioontology.org/ontologies/FLU	http://data.bioontology.org/metadata/Ontology	Ontology	Influenza Ontology	FALSE	"Starting in the fall of 2007, a collaborative group of influenza researchers have established an influenza ontology. The influenza ontology is an application ontology. 

Consolidated influenza sequence and surveillance terms from resources such as the BioHealthBase (BHB), a Bioinformatics Resource Center (BRC) for Biodefense and Emerging and Re-emerging Infectious Diseases, the Centers for Excellence in Influenza Research and Surveillance (CEIRS)"	591		OWL	2015-08-20T18:03:53-07:00	2015-08-20T18:03:53-07:00	http://purl.obolibrary.org/obo/flu/			0.9.0	TRUE	TRUE
MEO	https://data.bioontology.org/ontologies/MEO	http://data.bioontology.org/metadata/Ontology	Ontology	Metagenome and Microbes Environmental Ontology	FALSE	An Ontology for organismal habitats (especially focused on microbes)	2518	Other	OWL	2017-09-08T00:00:00+00:00	2017-09-09T21:42:12-07:00	http://microbedb.jp			0.9	TRUE	TRUE
ICD9CM	https://data.bioontology.org/ontologies/ICD9CM	http://data.bioontology.org/metadata/Ontology	Ontology	International Classification of Diseases, Version 9 - Clinical Modification	FALSE	The ICD is the international standard diagnostic classification for all general epidemiological, many health management purposes and clinical use.	22533		UMLS	2021-04-03T00:00:00+00:00	2021-05-20T11:09:46-07:00	http://www.cms.hhs.gov/			2021AA	TRUE	TRUE
NHATHU379	https://data.bioontology.org/ontologies/NHATHU379	http://data.bioontology.org/metadata/Ontology	Ontology	nhathu379	FALSE		0	All Organisms								FALSE	FALSE
CU-VO	https://data.bioontology.org/ontologies/CU-VO	http://data.bioontology.org/metadata/Ontology	Ontology	Venom Ontology	FALSE	An ontology of venoms and venom-related compounds, designed to facilitate the discovery of novel venom-derived therapeutics.	11	Molecule|Genomic and Proteomic|Chemical|Protein	OWL	2015-09-24T00:00:00+00:00	2015-09-23T12:55:35-07:00				1.0	TRUE	TRUE
CCON	https://data.bioontology.org/ontologies/CCON	http://data.bioontology.org/metadata/Ontology	Ontology	Cerrado concepts and plant community dynamics	FALSE	The ontology of Cerrado wood plant dynamics was created in order to represent the set of concepts about the dynamics, that is, changes over time of the wood vegetation structure, of Cerrado. Ccon describes the main parameters used to measure the changes, such as mortality rate and recruitment rate.	86		OWL	2014-01-29T00:32:33-08:00	2014-01-29T00:32:34-08:00				0.9.3	TRUE	TRUE
HAROREADO	https://data.bioontology.org/ontologies/HAROREADO	http://data.bioontology.org/metadata/Ontology	Ontology	Halocynthia roretzi Anatomy and Development Ontology	FALSE	 The first ontology describing the anatomy and the development of Halocynthia roretzi. 	856	Anatomy|Animal Development	OBO	2015-08-06T00:00:00+00:00	2016-08-04T12:19:34-07:00	http://www.aniseed.cnrs.fr/				TRUE	TRUE
ICNP	https://data.bioontology.org/ontologies/ICNP	http://data.bioontology.org/metadata/Ontology	Ontology	International Classification for Nursing Practice	FALSE	International Classification for Nursing Practice	4476	Taxonomic Classification	OWL	2019-06-27T00:00:00+00:00	2020-04-03T04:35:48-07:00	https://www.icn.ch/what-we-do/projects/ehealth-icnp			classified	TRUE	TRUE
PMO-SPEED	https://data.bioontology.org/ontologies/PMO-SPEED	http://data.bioontology.org/metadata/Ontology	Ontology	PMO Playing Speed Vocabulary	FALSE	Vocabulary for playing speeds of audio carriers, e.g., audio discs, audio cassettes, piano/organ rolls, primarily for use with the Performed Music Ontology, or other similar music ontologies.	2		SKOS	2018-07-12T18:10:52-07:00	2018-07-12T18:10:53-07:00	https://github.com/LD4P/PerformedMusicOntology/tree/master/Vocabularies			1.0	TRUE	TRUE
PR	https://data.bioontology.org/ontologies/PR	http://data.bioontology.org/metadata/Ontology	Ontology	Protein Ontology	FALSE	PRO provides an ontological representation of protein-related entities by explicitly defining them and showing the relationships between them. Each PRO term represents a distinct class of entities (including specific modified forms, orthologous isoforms, and protein complexes) ranging from the taxon-neutral to the taxon-specific. The ontology has a meta-structure encompassing three areas: proteins based on evolutionary relatedness (ProEvo); protein forms produced from a given gene locus (ProForm); and protein-containing complexes (ProComp).	332353	All Organisms|Protein	OBO	2021-05-12T18:16:44-07:00	2021-05-12T18:20:18-07:00	http://proconsortium.org	https://proconsortium.org/pro_pub.shtml	https://proconsortium.org/pro_dcmtt.shtml	63.0	TRUE	TRUE
